	word/verb	die/pron	produceer/verb	vier/num	als/prep	zoals/comp	per/prep	hard/adj	hoogwaardig/adj	46/num	blijk/verb	hoeveelheid/noun	aangekocht/adj	Waals/adj	allerlei/det	genomen/adj	bedek/verb	verdacht/adj	enkel/det	waarin/pp	chirurgisch/adj	representatief/adj	naar/prep	puur/adj	hoop/noun	stuk/noun	uit/prep	klein/adj	magnetisch/adj	nieuw/adj	met/adv	die/det	lichtgewicht/adj	neem/verb	lading/noun	afdeling/noun	stel_vrij/verb	ton/noun	acht/num	importeer/verb	roest_vrij/adj	vloeibaar/adj	in/prep	berg/noun	pak/noun	Japan/det	positief/adj	het/det	waardoor/pp	ben/verb	buitenlands/adj	boven_haal/verb	met/prep	ruw/adj	verschil/adj	kilo/noun	goedkoop/adj	op/prep	door/prep	val_samen/verb	maak/verb	gebruikelijk/adj	geïmporteerd/adj	verroest/adj	zacht/adj	licht/adj	boven/prep	ambachtelijk/adj	gemanipuleerd/adj	dat/pron	dik/adj	minder/det	alle/det	voor/prep	analyseer/verb	van/prep	zuiver/adj	deel_uit/verb	krijg_binnen/verb	doorboor/verb	plat/adj	zoals/prep	verwrongen/adj	waar/adv	rond/adj	eis/verb	gepantserd/adj	verbrand/adj	een/det	waarvan/pp	gelakt/adj	slinger_rond/adj	minder/adj	meer/det	onderzoek/verb	elk/det
zoals/prep	0.8187084	0.52127683	0.6339034	0.8469354	0.5938672	0.33357257	0.845541	0.84661514	0.6082988	0.913955	0.78777885	0.67200255	0.76824296	0.78985196	0.47127062	0.731233	0.7879844	0.7493131	0.73439753	0.63277745	0.783718	0.7279483	0.8667137	0.7040792	0.8531803	0.7652979	0.7228849	0.6791788	0.76343083	0.6960325	0.61382604	0.70570606	0.8210221	0.8549295	0.7194267	0.74318933	0.7482399	0.7722689	0.85409915	0.65288347	0.8137928	0.7376059	0.7773791	0.8000827	0.816411	0.7928927	0.8472694	0.7553664	0.6413896	0.7492813	0.6816266	0.8207567	0.70052505	0.7401582	0.6107044	0.78662604	0.630939	0.84154207	0.67795545	0.724161	0.7798588	0.6843941	0.7341094	0.8448093	0.77769303	0.7884977	0.82064927	0.70188457	0.69902813	0.6610567	0.8219808	0.6432418	0.6165826	0.638453	0.70332134	0.5952443	0.6598369	0.80266684	0.7406595	0.8474154	0.76466644	0.0	0.81203806	0.7221477	0.8105093	0.76300097	0.85148746	0.80342746	0.583551	0.6354023	0.8503592	0.8695344	0.7255589	0.6911756	0.67680675	0.7406352
verwrongen/adj	0.86120164	0.7763365	0.846754	0.9010628	0.83850056	0.83481854	0.9247778	0.8723257	0.8682768	0.9619055	0.89633495	0.83556193	0.8996522	0.91333514	0.7996365	0.84808236	0.75528294	0.87681776	0.8704056	0.76775706	0.85546553	0.87056893	0.9035005	0.81136787	0.8463674	0.7944176	0.78946984	0.86769223	0.83183336	0.88623226	0.88392717	0.7569685	0.86582345	0.9104204	0.8372136	0.9383927	0.9436626	0.8330078	0.9134653	0.8971911	0.79312766	0.8288992	0.85908425	0.8041747	0.86925656	0.8767423	0.8889817	0.83916044	0.77054256	0.8444747	0.94149774	0.8406264	0.8017796	0.78593296	0.8223487	0.8602604	0.8995214	0.86780494	0.81246305	0.8690601	0.86986	0.8655181	0.9010847	0.7555381	0.81545377	0.8068901	0.8063724	0.86626494	0.8772715	0.79811776	0.7914564	0.87802416	0.8735539	0.8967207	0.82597274	0.8566137	0.812526	0.9197939	0.899507	0.7934941	0.76506776	0.81203806	0.0	0.86688197	0.83199203	0.9476554	0.81355906	0.7408513	0.748525	0.8311659	0.8468139	0.8372902	0.88208294	0.88051134	0.8884471	0.8528805
waar/adv	0.8008522	0.66419315	0.80290806	0.79511523	0.79197305	0.7729778	0.8439102	0.8798066	0.82096237	0.9324491	0.9102558	0.8156836	0.80854553	0.81165355	0.7648449	0.8201705	0.7574488	0.7906596	0.768268	0.6981398	0.8833843	0.8403068	0.69041336	0.89005625	0.88906556	0.8337912	0.72996527	0.67525816	0.8566593	0.7885183	0.8453578	0.8200517	0.8798979	0.9284361	0.81161773	0.8056387	0.88141036	0.83585876	0.78847003	0.7663487	0.8809505	0.8281738	0.5185182	0.62933105	0.8407749	0.85895187	0.938479	0.70559025	0.76870275	0.8373336	0.7903969	0.85647875	0.82355523	0.82122344	0.688997	0.8504056	0.78326935	0.7343786	0.7809955	0.86558175	0.9070422	0.80912304	0.8164916	0.8200405	0.822533	0.8622705	0.70217854	0.7587231	0.8654491	0.729347	0.8449507	0.8179795	0.74761486	0.81617934	0.87532693	0.77343726	0.8474497	0.8320146	0.82095957	0.84533	0.78768075	0.7221477	0.86688197	0.0	0.8028191	0.88825786	0.82394516	0.77505016	0.6900249	0.7643719	0.8740848	0.86084133	0.8521603	0.81929654	0.85019517	0.7424705
rond/adj	0.88360786	0.82066244	0.83509606	0.8191392	0.86977315	0.8405242	0.87127274	0.82370734	0.8723328	0.9370635	0.9180536	0.8593384	0.8774432	0.8859056	0.7768945	0.87545955	0.61966324	0.89513475	0.84529114	0.7836693	0.89034736	0.88856876	0.82937384	0.84848064	0.88120866	0.78353703	0.807246	0.71104515	0.81644773	0.80723494	0.90589243	0.7969349	0.833678	0.9168401	0.8502759	0.87938	0.9125476	0.85009205	0.8433051	0.885078	0.7746629	0.77912736	0.80460477	0.786987	0.73057556	0.9042182	0.9260175	0.81326604	0.73047954	0.8835511	0.8996568	0.8308214	0.7045922	0.77993804	0.84102744	0.8331282	0.8443065	0.7707073	0.8205196	0.8458402	0.8546441	0.80045944	0.88708264	0.80134964	0.6680748	0.7906773	0.69667995	0.8118458	0.8791692	0.7960639	0.64380336	0.8784112	0.83957964	0.83943194	0.86625946	0.81569475	0.7906437	0.8280213	0.86924124	0.8064644	0.62803435	0.8105093	0.83199203	0.8028191	0.0	0.9275087	0.8552958	0.80546343	0.6657032	0.80397147	0.7417844	0.86543417	0.8507989	0.907152	0.8958989	0.7873962
eis/verb	0.8311912	0.7440634	0.9124139	0.8021101	0.84176886	0.8632534	0.87418693	0.8797437	0.88501215	0.9081882	0.873593	0.896467	0.9179758	0.79659736	0.86588085	0.78438085	0.9388609	0.78945243	0.79480016	0.84573245	0.8998537	0.8553202	0.9046973	0.92335343	0.88857496	0.9463655	0.87900496	0.88538027	0.93953913	0.8622805	0.7995497	0.84980375	0.9471805	0.83516383	0.8908618	0.8818135	0.77997756	0.8794796	0.79383886	0.87629026	0.97081375	0.93465924	0.87980926	0.92509925	0.936409	0.89654464	0.9097359	0.8471229	0.80764353	0.9021847	0.7965739	0.883529	0.8619815	0.9141216	0.8639367	0.9307857	0.88947487	0.8979945	0.74120176	0.81403637	0.91239893	0.8312845	0.92115915	0.95507973	0.94646883	0.90469915	0.91186965	0.93297726	0.8830168	0.8621281	0.96839094	0.8266075	0.7697369	0.7043117	0.90071404	0.6683316	0.8905227	0.8253443	0.8387913	0.9004824	0.9315506	0.76300097	0.9476554	0.88825786	0.9275087	0.0	0.9075704	0.9003139	0.7690791	0.82560736	0.97053146	0.9511351	0.88687724	0.7690362	0.77513903	0.89010763
gepantserd/adj	0.81689656	0.7889285	0.8614426	0.8074832	0.8940176	0.88971883	0.83056617	0.9019267	0.86404824	0.9355228	0.9197241	0.84616	0.88631517	0.9018694	0.8583058	0.8508371	0.8261435	0.8252581	0.815837	0.8563169	0.8760579	0.8884249	0.8213378	0.909367	0.9400916	0.8553782	0.83890367	0.8501502	0.86049485	0.8703492	0.9171431	0.8537693	0.8336094	0.91838676	0.8134314	0.923892	0.93379384	0.8382135	0.848392	0.882562	0.8080711	0.84932274	0.8436567	0.83639956	0.8370588	0.89848846	0.93430233	0.8733328	0.8049766	0.8972081	0.8824072	0.87404525	0.8167709	0.8628093	0.84314525	0.85535014	0.8467839	0.8686946	0.76626754	0.91429806	0.93326145	0.87916356	0.91659874	0.7899429	0.8881269	0.82911587	0.84666526	0.9055041	0.90299106	0.8469185	0.82847214	0.87293655	0.83480483	0.8915596	0.89979446	0.85468566	0.9004879	0.9069749	0.8826661	0.81012	0.83109736	0.85148746	0.81355906	0.82394516	0.8552958	0.9075704	0.0	0.84162325	0.7852498	0.8325913	0.8797601	0.8557848	0.881258	0.8760692	0.8989716	0.85548615
verbrand/adj	0.7939831	0.77445877	0.7736048	0.8372566	0.905123	0.8616774	0.86524975	0.8746191	0.8618984	0.9364156	0.87978554	0.73448074	0.87628055	0.89309186	0.81724215	0.8206125	0.62047446	0.7830086	0.8056665	0.8494992	0.8206663	0.90418684	0.82455915	0.8713943	0.85507876	0.7899574	0.74049944	0.8192525	0.855897	0.88874376	0.9116771	0.8342956	0.8598659	0.8948672	0.7271389	0.8906642	0.9303802	0.7371395	0.8496712	0.811805	0.8364077	0.75331134	0.8077496	0.7175251	0.8080773	0.8838213	0.951218	0.8133056	0.73212546	0.8785453	0.91364866	0.8186033	0.7869488	0.7560434	0.8417492	0.7203179	0.83901113	0.8342938	0.7823242	0.9034312	0.910353	0.88342357	0.8042935	0.7614502	0.7425436	0.7746081	0.76507825	0.8525907	0.8375401	0.80676293	0.69563746	0.8323025	0.84566814	0.8903472	0.8553263	0.82988334	0.8470247	0.86082995	0.81499815	0.7157633	0.7674991	0.80342746	0.7408513	0.77505016	0.80546343	0.9003139	0.84162325	0.0	0.76994735	0.79505366	0.81091255	0.82184315	0.8525455	0.8626821	0.8392024	0.85475886
een/det	0.76913685	0.5712129	0.7397709	0.6894171	0.65703106	0.6983135	0.76443326	0.81297904	0.74069536	0.86191183	0.7100595	0.7488597	0.7830444	0.7967521	0.605739	0.7199804	0.7094401	0.7518232	0.6195295	0.53439647	0.7804105	0.72113127	0.7824098	0.7474182	0.82690144	0.7252597	0.6909294	0.5840067	0.7713691	0.6520915	0.77276886	0.64317393	0.8166805	0.8038895	0.7239342	0.83323777	0.81551313	0.81327593	0.7373787	0.8068322	0.7962338	0.75215644	0.68002707	0.749256	0.7109227	0.8352021	0.7915413	0.70642495	0.61038923	0.7039182	0.7724021	0.7287683	0.548715	0.7247746	0.63142514	0.7988578	0.7296389	0.6958184	0.6704687	0.7065871	0.7146623	0.62453187	0.81246716	0.7585337	0.7131688	0.67456734	0.7091739	0.7385988	0.80273473	0.5859494	0.70351243	0.77419436	0.729386	0.6439372	0.71669006	0.63465375	0.70126176	0.6849617	0.74086	0.7672367	0.66882783	0.583551	0.748525	0.6900249	0.6657032	0.7690791	0.7852498	0.76994735	0.0	0.6327801	0.8097161	0.8227011	0.7609779	0.8004724	0.75181425	0.6370284
waarvan/pp	0.7813262	0.6195604	0.6621634	0.6706917	0.7818227	0.70613754	0.74643683	0.9137879	0.74759823	0.82606065	0.78311414	0.72393966	0.75262415	0.8327013	0.6698178	0.7674893	0.77856827	0.7418403	0.7238168	0.6677458	0.83500147	0.764294	0.862151	0.8065536	0.9020632	0.7681818	0.6973186	0.7208022	0.7961578	0.7027044	0.8154273	0.7395493	0.8557509	0.9059342	0.7449515	0.8379387	0.824504	0.7557136	0.6882906	0.72829914	0.82660186	0.760651	0.78710127	0.8281369	0.8558935	0.846297	0.87708443	0.74247897	0.686327	0.81136346	0.78034616	0.8228707	0.75175107	0.751651	0.62250286	0.7724117	0.7537515	0.84035414	0.79072714	0.8086777	0.83567667	0.75918543	0.77938175	0.80438423	0.8355507	0.8129735	0.7998503	0.7790886	0.7689292	0.6240125	0.80371034	0.7543208	0.69637907	0.7589147	0.7516903	0.5255972	0.769038	0.826679	0.77081573	0.84069914	0.7732815	0.6354023	0.8311659	0.7643719	0.80397147	0.82560736	0.8325913	0.79505366	0.6327801	0.0	0.8616296	0.84473425	0.80410206	0.74735665	0.74470586	0.70610833
gelakt/adj	0.9369831	0.8660083	0.8326771	0.9131767	0.9075344	0.8642595	0.92404884	0.92427063	0.85524464	0.9406939	0.95603496	0.85377634	0.9096311	0.94922364	0.86163175	0.9121581	0.67249745	0.9222922	0.89833623	0.859131	0.89945054	0.88936675	0.9382506	0.9118566	0.9516519	0.8152693	0.85318875	0.8409438	0.8834325	0.91802883	0.94162273	0.8773845	0.836158	0.9483402	0.871738	0.9295407	0.9674064	0.8920308	0.93473554	0.86766714	0.7277869	0.8320924	0.89886177	0.871078	0.7264427	0.91141886	0.94539154	0.9077335	0.8556904	0.9159634	0.9496473	0.8656416	0.7947851	0.7914987	0.8769861	0.87221456	0.86331093	0.86998093	0.92139447	0.9315787	0.9062637	0.8881755	0.8669441	0.8159619	0.7641356	0.8093578	0.83621866	0.84562194	0.89907503	0.8710516	0.72158307	0.91874367	0.9049243	0.9308212	0.90352035	0.91885036	0.86137325	0.9097107	0.9194555	0.8356982	0.7551569	0.8503592	0.8468139	0.8740848	0.7417844	0.97053146	0.8797601	0.81091255	0.8097161	0.8616296	0.0	0.8739778	0.90462023	0.9234469	0.9483697	0.8753618
slinger_rond/adj	0.88369143	0.8617604	0.83203757	0.8960776	0.9389706	0.88323605	0.8634018	0.92494655	0.8984318	0.9777051	0.91340446	0.80083835	0.9115939	0.9284747	0.8600637	0.87129354	0.7953757	0.8499907	0.8715726	0.8645431	0.90817076	0.92604244	0.8891175	0.9173502	0.8875131	0.83854574	0.84093237	0.84541416	0.8937828	0.8934239	0.9320549	0.88305324	0.9043607	0.93387717	0.8036019	0.9171425	0.9352433	0.7982694	0.9102456	0.8558986	0.892695	0.8312752	0.8799457	0.7944482	0.87792915	0.9293244	0.9533083	0.87012666	0.84957343	0.91526246	0.93621504	0.8498411	0.8413985	0.8738651	0.89546156	0.80474156	0.8736958	0.906442	0.8787303	0.94239163	0.884732	0.91397166	0.88738453	0.7870984	0.88911986	0.87147564	0.8863039	0.87883484	0.9246482	0.8503692	0.8408138	0.8836544	0.8686007	0.89230627	0.89863926	0.8972515	0.9132271	0.85875	0.8869735	0.86331326	0.818953	0.8695344	0.8372902	0.86084133	0.86543417	0.9511351	0.8557848	0.82184315	0.8227011	0.84473425	0.8739778	0.0	0.8891909	0.9166411	0.8988996	0.87043077
minder/adj	0.8222837	0.76828885	0.7127949	0.82902586	0.8213017	0.7351594	0.7004419	0.81351346	0.768762	0.8480081	0.7863016	0.7172126	0.8623777	0.8368456	0.785764	0.80828637	0.8619311	0.8655379	0.780727	0.8206818	0.8667017	0.84497017	0.88608885	0.7682656	0.858547	0.7122195	0.8727797	0.8067951	0.87688524	0.85931337	0.7581583	0.7996664	0.88864875	0.90242577	0.8053378	0.8747952	0.8239998	0.7402652	0.8148298	0.79306483	0.8664379	0.771822	0.88022745	0.8519726	0.73588765	0.85771495	0.82504356	0.82400644	0.62402624	0.6990756	0.8223091	0.84748966	0.7759426	0.7611701	0.8455908	0.7493892	0.68636584	0.8543997	0.802619	0.86613935	0.77257633	0.8211606	0.8138242	0.9093869	0.73085964	0.71281576	0.8105355	0.79410684	0.8218324	0.78192836	0.80847263	0.4140877	0.7906744	0.7430918	0.825078	0.8380966	0.73125374	0.86272824	0.7558217	0.9014797	0.8288191	0.7255589	0.88208294	0.8521603	0.8507989	0.88687724	0.881258	0.8525455	0.7609779	0.80410206	0.90462023	0.8891909	0.0	0.5836177	0.89084077	0.78747594
meer/det	0.8314216	0.6534993	0.7422626	0.790895	0.8426528	0.771977	0.6750498	0.8514719	0.73985916	0.8221653	0.8212573	0.7016737	0.83882946	0.854038	0.7265178	0.7917103	0.88488436	0.81050706	0.7341646	0.8061673	0.85848016	0.804384	0.86354804	0.7922652	0.7791158	0.85425633	0.8405298	0.7881457	0.84776354	0.77406573	0.7131898	0.73894453	0.90006614	0.88383585	0.80403817	0.8552626	0.7824825	0.71126604	0.75873834	0.7557989	0.89012486	0.80240446	0.8332647	0.8731122	0.8025478	0.85910773	0.82509077	0.82802796	0.6458715	0.8494804	0.7355944	0.8780803	0.80593544	0.82582086	0.7649916	0.7784592	0.6996423	0.8483804	0.8158722	0.8529991	0.87141526	0.80010885	0.79644215	0.91084474	0.8603364	0.8144952	0.8239329	0.8137368	0.8134225	0.76252764	0.8638679	0.28325927	0.63604	0.6767162	0.8258132	0.74211526	0.7907155	0.85319144	0.752463	0.9074695	0.88073957	0.6911756	0.88051134	0.81929654	0.907152	0.7690362	0.8760692	0.8626821	0.8004724	0.74735665	0.9234469	0.9166411	0.5836177	0.0	0.825485	0.7496824
onderzoek/verb	0.78677833	0.7336316	0.8063414	0.8577739	0.8463268	0.7753651	0.91009295	0.91107833	0.8299545	0.93902695	0.67703426	0.7755147	0.86827093	0.8740108	0.7070714	0.7682646	0.8734892	0.6137529	0.7803705	0.7989299	0.7974085	0.7948611	0.86660594	0.87029004	0.93377936	0.90131295	0.8301049	0.8559777	0.81560063	0.82676435	0.81092465	0.8213454	0.9412308	0.86281073	0.7915338	0.7901932	0.82481027	0.86704123	0.8664578	0.8297983	0.919765	0.84311545	0.8514494	0.9076026	0.9323004	0.91137123	0.86146927	0.8018222	0.7696159	0.8444481	0.79813784	0.8804664	0.8431169	0.8766897	0.71051556	0.86308634	0.871844	0.8873515	0.7479955	0.82745874	0.88267875	0.8083286	0.8609057	0.8921061	0.9313123	0.8980752	0.91959774	0.87456864	0.80590284	0.78213525	0.9302249	0.82977164	0.7479018	0.8068939	0.60292244	0.67663425	0.8225774	0.90071416	0.72283995	0.8786002	0.9066504	0.67680675	0.8884471	0.85019517	0.8958989	0.77513903	0.8989716	0.8392024	0.75181425	0.74470586	0.9483697	0.8988996	0.89084077	0.825485	0.0	0.8273935
elk/det	0.7524024	0.6740404	0.80621976	0.6928372	0.77845824	0.7528912	0.6431899	0.8346666	0.8247361	0.8695303	0.8426144	0.8047173	0.82812023	0.8283195	0.6417941	0.80478764	0.82595706	0.7820472	0.6186717	0.68501586	0.86664027	0.8024952	0.83742523	0.80393213	0.8670803	0.83471745	0.78785694	0.71723413	0.8410772	0.7739364	0.8459398	0.6543037	0.8881749	0.87320286	0.8031131	0.88147163	0.83446205	0.8666246	0.71505386	0.8579581	0.8780411	0.8266827	0.75880253	0.83006257	0.79534554	0.88125664	0.8431901	0.7878008	0.74598116	0.7896967	0.8238846	0.82905644	0.7568409	0.8090796	0.60510314	0.8189267	0.81234765	0.7609486	0.8130543	0.7900617	0.81866455	0.7181189	0.84109145	0.8706617	0.82630813	0.8532414	0.8173171	0.80257654	0.82145756	0.73510045	0.82778805	0.7516481	0.52624094	0.7407714	0.7353591	0.7611341	0.7712942	0.76688534	0.7673075	0.88406587	0.77730274	0.7406352	0.8528805	0.7424705	0.7873962	0.89010763	0.85548615	0.85475886	0.6370284	0.70610833	0.8753618	0.87043077	0.78747594	0.7496824	0.8273935	0.0
