	eind/adv	verhouding/noun	evengoed/adv	dan/adv	daarom/pp	nog/adv	uzelf/pron	daar/adv	gips/noun	mentaal/adj	wel/adv	binnen/adv	ziel/noun	voor/comp	verschrikkelijk/adj	maar/adv	behoorlijk/adj	ertegen/pp	twijfel/noun	net/adv	om/comp	bijna/adv	Amsterdammer/noun	al/adv	overigens/adv	Chris/name	kind/noun	sinds/comp	lucht/noun	tegenslag/noun	alleen/adv	weekend/noun	zo/adv	eenmaal/noun	amper/adv	snel/adj	plots/adj	meestal/adv	hitte/noun	andapos;s/adv	simpelweg/adv	anders/adj	bloem/noun	Lelièvre/name	makkelijk/adj	's/adv	ze/pron	wereld_DIM/noun	niet/adv	stank/noun	zeeman/noun	tijdens/prep	weer/adv	bovendien/adv	als/comp	thuis/adv	tot/adv	student/noun	toch/adv	karakter/noun	men/pron	soms/adv	haar/pron	intussen/adv	zich/pron	golfplaat/noun	door/prep	Verhaegen/name	Schneider/name	zodra/comp	pupil/noun	verdriet/noun	ik/pron	geur/noun	tegen/prep	kaas/noun	gewoon/adj	dat/det	werk/noun	pijn/noun	hier/adv	mij/pron	toen/comp	zonder/prep	hen/pron	hij/pron	we/pron	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	evenwel/adv	wanneer/comp	dag/noun	huid/noun	concurrentie/noun	leven/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	wat/pron	beetje/noun	eerst/adv	zolang/comp	Ronaldo/name	wieler_sport/noun	spier_pijn/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	ondanks/prep	speler/noun	er/adv
wereld_DIM/noun	0.92173105	0.8435805	0.7674298	0.8166395	0.80149496	0.8553312	0.84420025	0.79786015	0.9128196	0.87781906	0.7828111	0.8607069	0.8293289	0.8590753	0.8063829	0.8212578	0.796067	0.89392734	0.87608594	0.88020664	0.8262174	0.8889666	0.8130059	0.8384231	0.7965579	0.904236	0.8606061	0.8154948	0.8948314	0.8677168	0.799782	0.8948115	0.74067366	0.81640756	0.8962437	0.862779	0.8131484	0.77759624	0.85192394	0.87793005	0.8179918	0.87033576	0.8747293	0.9106975	0.8661109	0.8895821	0.7508737	0.0	0.8130864	0.8676129	0.83762205	0.89200604	0.83384514	0.76431423	0.80500954	0.88357526	0.8396162	0.8226246	0.7602437	0.7557862	0.80844724	0.73726267	0.82253516	0.7820132	0.836684	0.9184132	0.8316933	0.9127778	0.86957306	0.8203504	0.8737627	0.8610933	0.7709413	0.8338053	0.9088531	0.8943458	0.819982	0.8259579	0.8319422	0.886566	0.74123096	0.7928799	0.8565134	0.85695505	0.81789213	0.77485865	0.81759775	0.8209901	0.83726346	0.81351894	0.93384063	0.8394178	0.8057674	0.89863735	0.8707706	0.8636148	0.77262115	0.88052166	0.7723501	0.9213099	0.7527303	0.8304008	0.7697196	0.8638191	0.8075986	0.8702719	0.78383225	0.9050454	0.87748426	0.82736534	0.86420643	0.8275697	0.82472366	0.84441733	0.85342467	0.82989275
niet/adv	0.91144884	0.8704839	0.766886	0.54256433	0.6100183	0.68497896	0.77586216	0.8041553	0.9017446	0.8358307	0.47496206	0.9148106	0.8789195	0.7533661	0.7722259	0.65224373	0.76761574	0.8731141	0.84616613	0.8454551	0.6967509	0.84655	0.7975631	0.79559374	0.61335987	0.92234385	0.83456683	0.8622128	0.90901685	0.8282343	0.7048844	0.9116012	0.6507474	0.7890409	0.7538613	0.76959276	0.8152286	0.743067	0.85502374	0.87980443	0.6910226	0.72325164	0.9347934	0.85497713	0.7376948	0.8902728	0.55699575	0.8130864	0.0	0.8567123	0.8816358	0.94643366	0.76505864	0.6143231	0.5190702	0.8549276	0.7833624	0.8720987	0.5240792	0.8558986	0.5426934	0.70030785	0.7161821	0.77588683	0.7683488	0.9377249	0.8538664	0.8646827	0.8796511	0.73466593	0.8476055	0.8465737	0.5474159	0.857136	0.90679353	0.92203474	0.68453395	0.55433714	0.8686685	0.82452226	0.74275315	0.57920617	0.8470215	0.8357141	0.67723554	0.63909405	0.5902758	0.7238065	0.7503267	0.61024994	0.9511176	0.6189645	0.6435758	0.88320863	0.8827401	0.8047236	0.85430413	0.8148353	0.53646874	0.8952101	0.7211561	0.6423142	0.6878778	0.80968964	0.648718	0.8394993	0.83390474	0.8633157	0.90967697	0.56669843	0.8487687	0.67799556	0.8347888	0.8594278	0.8018991	0.7939278
stank/noun	0.9260335	0.9088955	0.82721955	0.83491105	0.85981005	0.87503606	0.88918686	0.8049842	0.87729454	0.89829516	0.8811424	0.7707622	0.8560253	0.8316082	0.7539008	0.8596926	0.8326641	0.8813655	0.9058069	0.8920849	0.8294029	0.88462937	0.86051726	0.87473285	0.84582067	0.9458456	0.885142	0.8460208	0.6944223	0.8317813	0.8138444	0.8946339	0.83853704	0.8030976	0.87330776	0.84944874	0.753983	0.7780385	0.60824716	0.7724044	0.835428	0.9109558	0.8013457	0.91734695	0.87708724	0.79643536	0.7653344	0.8676129	0.8567123	0.0	0.8590629	0.9112424	0.8328779	0.789235	0.80366874	0.8596197	0.8610723	0.89858764	0.8628299	0.8805905	0.834497	0.7372348	0.79928684	0.8342806	0.883949	0.8343288	0.7459221	0.9179969	0.9308439	0.7553247	0.9051038	0.7861284	0.85050726	0.5517382	0.8804744	0.79679984	0.8204368	0.8498061	0.90294105	0.73753923	0.787984	0.8450587	0.8045212	0.8397284	0.8177005	0.84852356	0.8759571	0.8218049	0.7399614	0.8348264	0.92353696	0.8423269	0.7420824	0.8545853	0.76853585	0.8476922	0.8610335	0.8969292	0.8103464	0.921375	0.78923047	0.8757344	0.8157662	0.8344104	0.8243501	0.9112341	0.8944993	0.8084445	0.7659651	0.8214335	0.9025695	0.8311548	0.76121104	0.831789	0.93121123	0.80016994
zeeman/noun	0.89385283	0.8984635	0.81983113	0.8791727	0.8700419	0.8977907	0.8826941	0.8473985	0.8999546	0.90693444	0.8999658	0.90435535	0.78916025	0.82198626	0.81001073	0.8948232	0.8696317	0.89373845	0.9086763	0.8704524	0.84291476	0.8610357	0.82321197	0.8873933	0.86130977	0.9091293	0.78619075	0.823842	0.87550265	0.8690263	0.8521069	0.8793825	0.859145	0.8072627	0.90169305	0.8795771	0.80903137	0.78730434	0.8054424	0.870465	0.83985096	0.93006265	0.8473027	0.89896727	0.9033214	0.85367507	0.7767599	0.83762205	0.8816358	0.8590629	0.0	0.85980695	0.87120044	0.8503974	0.8463439	0.8801955	0.85077727	0.824126	0.8870004	0.8551618	0.83624256	0.79343057	0.7753561	0.8169496	0.872009	0.89512557	0.7672596	0.9083821	0.8721391	0.82838094	0.8628477	0.78682804	0.8611416	0.83831596	0.90384233	0.88294053	0.8642888	0.9108215	0.8973784	0.87213826	0.8335841	0.885855	0.79303515	0.85533565	0.8053856	0.7820841	0.890009	0.87859076	0.83634484	0.8871398	0.9373624	0.8496587	0.7786325	0.8486449	0.8596879	0.9019004	0.8315144	0.8508869	0.88026375	0.8903147	0.7747905	0.909925	0.8482133	0.883781	0.8581214	0.8694793	0.8643682	0.9342049	0.84249043	0.8667439	0.885528	0.8121587	0.83085716	0.8766863	0.8920672	0.89533734
tijdens/prep	0.7750293	0.9204278	0.86829656	0.8961519	0.8989743	0.88832945	0.90766305	0.84558094	0.9055619	0.8727756	0.93897337	0.89262587	0.9074952	0.80724686	0.8480315	0.94072384	0.8665324	0.90945953	0.9285617	0.8394823	0.871647	0.87186074	0.83983487	0.8314462	0.87728095	0.91407627	0.8518111	0.7773211	0.90756065	0.87708366	0.90813226	0.64552116	0.9211091	0.8386184	0.8431052	0.87670374	0.83507776	0.82465285	0.83090234	0.760516	0.8847795	0.94070804	0.89790225	0.8909274	0.9170236	0.7709074	0.83114195	0.89200604	0.94643366	0.9112424	0.85980695	0.0	0.85932994	0.8879612	0.88038045	0.8067339	0.8206123	0.84507906	0.9318053	0.8709843	0.9112253	0.85625446	0.8661113	0.8526266	0.9109464	0.9528157	0.7555518	0.8796273	0.8815628	0.82902217	0.83079904	0.89730024	0.8832812	0.91067976	0.79586315	0.9448837	0.8806522	0.9413528	0.8961468	0.90899986	0.8554611	0.9237111	0.7516291	0.84627557	0.85655916	0.7920087	0.86943465	0.8755294	0.8512534	0.9249781	0.913245	0.86320883	0.80557024	0.638514	0.9258415	0.9258043	0.89905226	0.9008363	0.9155899	0.6266763	0.8283372	0.9396864	0.929863	0.8151338	0.8722385	0.83117807	0.8878604	0.900152	0.9279227	0.8809033	0.8480458	0.86860883	0.88576746	0.8238355	0.8755644	0.8274292
weer/adv	0.8249161	0.89435697	0.80433553	0.56091535	0.79648745	0.68299466	0.8380837	0.70110595	0.82844496	0.8077631	0.72766566	0.7680858	0.8471563	0.6450935	0.8053176	0.71893954	0.7355213	0.8725113	0.87573016	0.74985874	0.7277614	0.7954677	0.80541945	0.7616716	0.8506463	0.8900655	0.8668442	0.76707816	0.7681855	0.7992696	0.7983274	0.73784184	0.7620384	0.62274027	0.7624725	0.64062893	0.60972905	0.76578724	0.78734136	0.7009812	0.8002146	0.85256326	0.8409648	0.88837516	0.77699584	0.6795578	0.65397	0.83384514	0.76505864	0.8328779	0.87120044	0.85932994	0.0	0.7780835	0.63407564	0.77489257	0.85702795	0.88933307	0.6526378	0.8875837	0.80047417	0.72903395	0.7847158	0.6898803	0.85507023	0.8834942	0.8206342	0.8566007	0.8634702	0.5798705	0.81531405	0.82988966	0.67770964	0.8129665	0.88093626	0.87623733	0.6818832	0.7995242	0.88340783	0.82251453	0.7159798	0.7896012	0.688478	0.814036	0.8147327	0.6894509	0.6605929	0.5984447	0.65106326	0.7637995	0.93609214	0.7684182	0.62354875	0.7243138	0.8098355	0.8336759	0.8316632	0.9374661	0.7553434	0.7339066	0.79532194	0.8587395	0.71605885	0.7369203	0.7721168	0.7713685	0.824926	0.87511975	0.82306945	0.7838497	0.80615747	0.7821058	0.8277204	0.8258677	0.77188176	0.76320106
bovendien/adv	0.8509982	0.69967127	0.71693707	0.6880056	0.50303066	0.7106687	0.77397376	0.7757076	0.8702764	0.69714797	0.63315797	0.8539573	0.84621394	0.8060455	0.7793065	0.75197625	0.58809733	0.8421712	0.77978915	0.84323215	0.5781046	0.7969911	0.740936	0.7585963	0.54841864	0.8881681	0.7994076	0.7766663	0.83814865	0.71348315	0.6158714	0.85605997	0.62125725	0.7666483	0.7494396	0.67994565	0.78146476	0.6329855	0.74350566	0.8374909	0.627159	0.785342	0.86969125	0.8744982	0.6817049	0.87591934	0.66031975	0.76431423	0.6143231	0.789235	0.8503974	0.8879612	0.7780835	0.0	0.64629596	0.82705426	0.672698	0.7445631	0.6412599	0.69261926	0.62784326	0.65262526	0.7898747	0.67294216	0.77192074	0.87849724	0.68427646	0.84864634	0.83951044	0.6660719	0.8016988	0.8284967	0.7666663	0.78445506	0.82401097	0.84312296	0.73703456	0.59143627	0.77428204	0.8065819	0.7339196	0.7513368	0.88843435	0.7154579	0.6846683	0.72213745	0.6506672	0.79290545	0.510115	0.77029014	0.8817392	0.5510633	0.62842405	0.85492134	0.7907041	0.6453192	0.82858527	0.6740585	0.61813664	0.85434186	0.6014093	0.75217205	0.73051846	0.76471764	0.5788437	0.80974925	0.7529305	0.8406794	0.79123735	0.5955255	0.8318635	0.7615792	0.75419724	0.68873477	0.71856177	0.69106907
als/comp	0.8451006	0.8378353	0.73777604	0.34292525	0.60564935	0.72692126	0.7560025	0.6952913	0.9014172	0.81989706	0.5369251	0.8003273	0.81724924	0.59143865	0.62325025	0.594926	0.69485873	0.8199258	0.86826825	0.71657777	0.6393106	0.8123169	0.76848	0.79019994	0.7147114	0.9128395	0.7633258	0.7608019	0.84694016	0.78486514	0.6682564	0.8574871	0.6274017	0.643281	0.80070394	0.70842934	0.6292112	0.62996465	0.7828404	0.7318997	0.6767205	0.6702484	0.869673	0.86829877	0.7307313	0.70719445	0.4611205	0.80500954	0.5190702	0.80366874	0.8463439	0.88038045	0.63407564	0.64629596	0.0	0.7263074	0.77327704	0.8559316	0.51102436	0.8811107	0.61752653	0.5759306	0.6577257	0.7347089	0.79541457	0.9150193	0.81817764	0.8511001	0.84138626	0.48036838	0.8175459	0.78616047	0.48657817	0.8192754	0.840114	0.87547857	0.5473992	0.6028023	0.86404455	0.7558847	0.6415827	0.6178735	0.5995184	0.7192816	0.69262123	0.5727916	0.573786	0.60046804	0.6705121	0.6131644	0.9125466	0.70225096	0.3013537	0.77612793	0.8039461	0.84555256	0.80411524	0.8169422	0.64048386	0.81741035	0.6177529	0.68202055	0.59724146	0.696507	0.5568888	0.80709255	0.813585	0.8378597	0.87121856	0.71477467	0.7995471	0.66477656	0.7605977	0.80439377	0.80167234	0.6914441
thuis/adv	0.9138059	0.9397681	0.8186935	0.71484935	0.8488343	0.79374754	0.8443954	0.6820301	0.8772073	0.8432493	0.8278737	0.7522465	0.88665193	0.7393067	0.8241975	0.77516186	0.8269178	0.89552337	0.9552688	0.79243636	0.8119753	0.875157	0.7880049	0.8301553	0.904668	0.90890276	0.6356298	0.8464424	0.90056336	0.8842492	0.8119109	0.7585525	0.84279746	0.7688885	0.8144599	0.84868187	0.8027191	0.7187637	0.84391904	0.63188076	0.80543774	0.8352437	0.8153012	0.8977631	0.79733336	0.5872364	0.59862757	0.88357526	0.8549276	0.8596197	0.8801955	0.8067339	0.77489257	0.82705426	0.7263074	0.0	0.8790631	0.8150306	0.8031196	0.9237967	0.8186512	0.7806094	0.7098386	0.7969696	0.8966158	0.89696777	0.85793173	0.88200015	0.87350404	0.80833507	0.8548842	0.85650474	0.6992761	0.84026736	0.8677635	0.814384	0.6534921	0.87672853	0.8924647	0.887556	0.6605122	0.8077799	0.76553184	0.8049057	0.76648974	0.72611296	0.6726785	0.73029786	0.7553035	0.7981249	0.94979876	0.8891014	0.7270497	0.72769845	0.87162334	0.9263396	0.87346846	0.95345545	0.84168667	0.8022665	0.73570555	0.8827996	0.8128432	0.72897047	0.86540794	0.8626883	0.9183807	0.9182353	0.884009	0.8757281	0.87096775	0.7722366	0.89324594	0.9105664	0.86587316	0.8337731
tot/adv	0.85185635	0.82851857	0.80503094	0.8177935	0.7399929	0.7676552	0.8619808	0.8475302	0.90724146	0.8273915	0.83582896	0.8827659	0.8751672	0.81104696	0.8414084	0.81783736	0.76856446	0.8459934	0.83502	0.8543189	0.77145076	0.83326393	0.78897715	0.7892965	0.6345957	0.8734196	0.88553303	0.73161066	0.88271546	0.77021474	0.79856265	0.84662145	0.81518286	0.7871566	0.8009109	0.8211475	0.8127204	0.7259724	0.826351	0.8910169	0.7314019	0.8696067	0.9234941	0.8847199	0.81994414	0.9085915	0.776343	0.8396162	0.7833624	0.8610723	0.85077727	0.8206123	0.85702795	0.672698	0.77327704	0.8790631	0.0	0.83626854	0.7660165	0.8277998	0.7548488	0.7893887	0.81191343	0.731382	0.7976702	0.9350256	0.71120334	0.8732433	0.8389874	0.7562114	0.81726253	0.8620806	0.86615133	0.87317216	0.7480477	0.909976	0.8781703	0.789359	0.8568152	0.8775679	0.8455034	0.8516321	0.8018224	0.81296194	0.79304403	0.73834586	0.7842656	0.8569795	0.76984096	0.85784817	0.93019384	0.6301685	0.744943	0.86019254	0.87082493	0.8214903	0.8829121	0.72797143	0.7775787	0.7986705	0.71504486	0.85116595	0.8833171	0.7979342	0.680243	0.80164784	0.82073575	0.88679385	0.8599014	0.7516742	0.8601375	0.7898096	0.8071677	0.7029108	0.82076013	0.81988174
student/noun	0.8794337	0.8502177	0.7850841	0.8636244	0.760664	0.88845754	0.85880363	0.82404256	0.9151838	0.8436467	0.8765187	0.9027166	0.8645092	0.84115595	0.8866037	0.88156253	0.82759655	0.8609837	0.9211266	0.88334525	0.7419528	0.85979944	0.7317653	0.8587843	0.8385539	0.8742236	0.66579384	0.82043153	0.9501321	0.89150244	0.82062376	0.8702513	0.8586392	0.85415536	0.8750491	0.87852967	0.8764759	0.7768043	0.8921802	0.8602314	0.79987305	0.9089514	0.8999016	0.9259483	0.84299517	0.8667407	0.71301246	0.8226246	0.8720987	0.89858764	0.824126	0.84507906	0.88933307	0.7445631	0.8559316	0.8150306	0.83626854	0.0	0.8679497	0.8359424	0.7926531	0.84197205	0.8127632	0.8115564	0.8371938	0.9518701	0.79087275	0.88968503	0.88800377	0.84409535	0.8094889	0.90844977	0.8224299	0.8856949	0.892383	0.90845346	0.8243197	0.8991448	0.82107294	0.9368159	0.8211669	0.8404365	0.85331416	0.84231555	0.7169322	0.77537394	0.82764024	0.8882919	0.81155264	0.8467197	0.88980496	0.8696771	0.8206459	0.863674	0.92607754	0.8510996	0.87567776	0.8607636	0.8332837	0.8869675	0.74014556	0.89908195	0.8895359	0.7981736	0.84259456	0.89314127	0.84921587	0.94565165	0.9072294	0.8230896	0.8737757	0.81986856	0.894479	0.863519	0.7846901	0.8539735
toch/adv	0.92022383	0.8415608	0.7380114	0.460315	0.5873507	0.6078824	0.7859676	0.71242654	0.9187182	0.78209287	0.3730563	0.83581877	0.8432924	0.7669078	0.6824113	0.5627227	0.6183425	0.8775574	0.81258076	0.77588135	0.68783176	0.81946486	0.74889815	0.7343401	0.6436268	0.88662946	0.84030354	0.86424553	0.8849172	0.75402963	0.7374403	0.8367803	0.5625212	0.7641681	0.7564876	0.7310165	0.73069286	0.68916583	0.8265243	0.8452073	0.72883105	0.7003966	0.89830315	0.8890477	0.73893976	0.85265017	0.57399905	0.7602437	0.5240792	0.8628299	0.8870004	0.9318053	0.6526378	0.6412599	0.51102436	0.8031196	0.7660165	0.8679497	0.0	0.78009164	0.59203553	0.5599884	0.7327399	0.7455688	0.8187554	0.92674255	0.8846099	0.82642066	0.84510255	0.7529127	0.82527995	0.7914276	0.44839782	0.8230118	0.88704884	0.87723595	0.62890744	0.5321194	0.87400794	0.7860583	0.6562818	0.5881951	0.7859509	0.80936384	0.7572914	0.64306414	0.49589896	0.5987869	0.7528369	0.6103879	0.94823223	0.58157325	0.65132713	0.8670528	0.854072	0.83318806	0.7870677	0.89717954	0.57179546	0.86664826	0.6841167	0.64196694	0.53400767	0.7683356	0.71517205	0.8003955	0.79913497	0.8417524	0.8773415	0.70501035	0.7890631	0.72847044	0.792167	0.6971619	0.7615499	0.69857115
karakter/noun	0.94894814	0.6750586	0.7205081	0.89176595	0.7830076	0.86102736	0.8515274	0.9128862	0.92165685	0.7820023	0.82015157	0.9142332	0.7235924	0.9170595	0.8260892	0.8576757	0.727342	0.8691153	0.83724296	0.8946303	0.8163593	0.8491278	0.8265805	0.92701274	0.7779131	0.90276426	0.87656623	0.8534627	0.87064046	0.8364346	0.78947955	0.88465005	0.71450305	0.8959848	0.9196977	0.893568	0.86438465	0.7217083	0.8657801	0.9245749	0.7917786	0.899207	0.8475247	0.9355277	0.87849104	0.93577254	0.84700537	0.7557862	0.8558986	0.8805905	0.8551618	0.8709843	0.8875837	0.69261926	0.8811107	0.9237967	0.8277998	0.8359424	0.78009164	0.0	0.8210624	0.6288487	0.86500084	0.8740495	0.85353327	0.91389596	0.80247283	0.9032747	0.8642163	0.84409547	0.85810506	0.8170991	0.89152586	0.7443654	0.8743057	0.86073697	0.8866495	0.8087786	0.76877713	0.8952038	0.8432179	0.86218506	0.9514812	0.8302593	0.8732965	0.8459481	0.8500339	0.8551001	0.790332	0.8924359	0.9346882	0.7537353	0.8113274	0.9114797	0.8119919	0.8497888	0.7351299	0.88361126	0.8190733	0.94057864	0.70691323	0.8478511	0.79233414	0.9012022	0.79151475	0.8849218	0.80669117	0.9183918	0.82726526	0.82110304	0.88045216	0.8790878	0.8026952	0.75408965	0.8492937	0.8664855
men/pron	0.8662534	0.82900435	0.7512409	0.5577945	0.5171	0.72481966	0.747231	0.74928886	0.8870331	0.85391486	0.5675621	0.851081	0.8229013	0.72626495	0.77006906	0.6371913	0.7857238	0.8395499	0.8260212	0.87628424	0.62208927	0.85894376	0.7688548	0.7293213	0.65686095	0.9099285	0.81098235	0.8618846	0.88654643	0.83394754	0.7189858	0.86944944	0.6547941	0.7710049	0.8350692	0.7530126	0.79653656	0.71957517	0.8456828	0.8224963	0.6894443	0.70908546	0.86056036	0.8568288	0.71993494	0.84274167	0.467739	0.80844724	0.5426934	0.834497	0.83624256	0.9112253	0.80047417	0.62784326	0.61752653	0.8186512	0.7548488	0.7926531	0.59203553	0.8210624	0.0	0.6816567	0.7288053	0.69012153	0.71316993	0.91040677	0.8577311	0.8435782	0.85297984	0.72717774	0.8046947	0.8256738	0.5041002	0.8090159	0.8913089	0.8455018	0.73305064	0.6476586	0.8464643	0.83687454	0.7174262	0.6567297	0.83420306	0.8126683	0.6948761	0.5698421	0.44083506	0.70405006	0.6920333	0.6720127	0.89127886	0.6345796	0.6254708	0.86165833	0.8679587	0.81884825	0.83954763	0.84996545	0.5921377	0.8908634	0.64863974	0.6251588	0.70518863	0.66476536	0.6986229	0.8644008	0.7894467	0.8771767	0.8328525	0.7021863	0.82985413	0.69658375	0.8104123	0.8614915	0.82148886	0.71740365
soms/adv	0.94454896	0.762046	0.64495444	0.6091478	0.7175007	0.7820617	0.76483166	0.74120283	0.85475844	0.7653663	0.6139207	0.79538167	0.7014086	0.782639	0.53281415	0.63531387	0.5693169	0.8371832	0.8169571	0.78384155	0.7478304	0.7256907	0.7572955	0.80917645	0.6908032	0.8801405	0.76149976	0.8424495	0.76384693	0.7673558	0.68913245	0.8514143	0.5204554	0.7593447	0.8103572	0.77371347	0.6379511	0.46547967	0.7092968	0.77847195	0.6959432	0.7479466	0.7934832	0.8835887	0.7572721	0.7694954	0.5763466	0.73726267	0.70030785	0.7372348	0.79343057	0.85625446	0.72903395	0.65262526	0.5759306	0.7806094	0.7893887	0.84197205	0.5599884	0.6288487	0.6816567	0.0	0.6681519	0.80984616	0.7921125	0.8517987	0.73272127	0.86344755	0.8257322	0.704618	0.7960981	0.6441821	0.6013591	0.6911865	0.86064076	0.8128267	0.6594254	0.6513168	0.7937685	0.6824696	0.67506886	0.64850307	0.7734649	0.7449422	0.7539655	0.64837104	0.73355126	0.60091305	0.70845056	0.66170126	0.9371386	0.6842807	0.55216455	0.80392295	0.69812787	0.833364	0.7023705	0.8844227	0.6533732	0.8927469	0.31621748	0.72421205	0.4850521	0.76910734	0.7580379	0.7996364	0.8244646	0.81409615	0.76950073	0.7013991	0.8237523	0.71398485	0.6673703	0.71340644	0.8206763	0.75220746
haar/pron	0.9233275	0.8999648	0.78109	0.70216346	0.71988523	0.8395761	0.7260576	0.7518904	0.8622655	0.8711139	0.75335145	0.8146086	0.7453919	0.74278414	0.7244454	0.7434919	0.82629734	0.84977925	0.88101876	0.819726	0.74564344	0.8485557	0.761335	0.838502	0.7782616	0.8438612	0.61337507	0.8041549	0.8482342	0.8502961	0.7792695	0.898551	0.7544679	0.7483493	0.8535571	0.829811	0.7179041	0.71889377	0.82459635	0.8000413	0.7556806	0.83016765	0.7745954	0.8071723	0.8045877	0.7853579	0.3943383	0.82253516	0.7161821	0.79928684	0.7753561	0.8661113	0.7847158	0.7898747	0.6577257	0.7098386	0.81191343	0.8127632	0.7327399	0.86500084	0.7288053	0.6681519	0.0	0.78779966	0.8004908	0.8986876	0.68216306	0.8566357	0.8307114	0.739609	0.7305644	0.7438507	0.60188806	0.80361634	0.8908171	0.8945962	0.751153	0.758777	0.8672892	0.749424	0.77546597	0.42430758	0.6760144	0.83041894	0.31022614	0.4781741	0.74328005	0.7274489	0.8002865	0.44482642	0.90560746	0.80713797	0.6429024	0.8333508	0.73071235	0.8766526	0.7894891	0.89397496	0.72948456	0.8833414	0.6920644	0.71868837	0.7452055	0.74404514	0.81699365	0.7999149	0.8313638	0.86333376	0.8561102	0.7922041	0.7781834	0.17719251	0.7715082	0.8978045	0.81769407	0.869652
intussen/adv	0.68097067	0.84012944	0.7799155	0.6995665	0.6839653	0.6616077	0.83141935	0.74568844	0.8586273	0.80144787	0.7629274	0.81524616	0.82403946	0.6305396	0.8235252	0.7814181	0.776265	0.8503424	0.82292104	0.8213713	0.70244443	0.7965567	0.8036836	0.5973644	0.73357445	0.84358096	0.8161906	0.65211344	0.8606713	0.78581	0.7906949	0.77977633	0.7844931	0.6789076	0.798982	0.6349045	0.7033848	0.78453666	0.78962225	0.79732096	0.75403345	0.8589081	0.83991224	0.8334414	0.7925941	0.80940396	0.6470258	0.7820132	0.77588683	0.8342806	0.8169496	0.8526266	0.6898803	0.67294216	0.7347089	0.7969696	0.731382	0.8115564	0.7455688	0.8740495	0.69012153	0.80984616	0.78779966	0.0	0.7635087	0.89537823	0.7477797	0.81758016	0.817085	0.6073444	0.8148348	0.8239431	0.76059556	0.8524585	0.8266027	0.8534665	0.7812437	0.8009355	0.82126534	0.85381365	0.7764296	0.8210061	0.72036594	0.8177514	0.7451757	0.66405916	0.6700055	0.72893524	0.6513001	0.81733346	0.8815685	0.67198694	0.6787893	0.753226	0.8517025	0.8167223	0.83845985	0.7572236	0.72337735	0.66385925	0.79874134	0.83523023	0.7955098	0.65405583	0.6762983	0.79429126	0.81942725	0.9121335	0.8127702	0.8015697	0.8225136	0.766521	0.8320111	0.7722972	0.8091976	0.72840893
zich/pron	0.94053686	0.85707176	0.82660955	0.8278301	0.7486083	0.88661975	0.8091825	0.8209612	0.90445846	0.87330335	0.84497553	0.8960063	0.8279091	0.8797206	0.81426567	0.87903595	0.82870406	0.8376577	0.8802986	0.8935014	0.7807506	0.91184264	0.79929703	0.8456678	0.78500664	0.9158463	0.87505007	0.85872376	0.8989824	0.8552464	0.83842736	0.90927297	0.7991727	0.8133436	0.9021617	0.8365824	0.827685	0.82747966	0.8861577	0.9142835	0.8136636	0.8902417	0.8893196	0.8857295	0.8053879	0.91043836	0.7323723	0.836684	0.7683488	0.883949	0.872009	0.9109464	0.85507023	0.77192074	0.79541457	0.8966158	0.7976702	0.8371938	0.8187554	0.85353327	0.71316993	0.7921125	0.8004908	0.7635087	0.0	0.9255971	0.7926098	0.8835474	0.86525005	0.7970586	0.8665915	0.85149324	0.773041	0.8579482	0.8392954	0.92073923	0.86898464	0.87139434	0.87596405	0.8953499	0.83643496	0.6455822	0.8566296	0.89542305	0.7586444	0.72042704	0.81881046	0.8483953	0.8069683	0.50543743	0.9277948	0.7924908	0.7743772	0.9202017	0.8570205	0.8746482	0.86045617	0.85804117	0.7742989	0.90582454	0.7843443	0.83283186	0.83733994	0.84072995	0.80703735	0.8771537	0.84307104	0.92704195	0.87761855	0.8017316	0.8828989	0.7908869	0.8317641	0.8827785	0.874977	0.9048074
