	om_kade_ring/noun	bijzonder/adj	commentaar/noun	hoe/adj	onnavolgbaar/adj	toneelstuk/noun	variatie/noun	min/adj	reactie/noun	behoorlijk/adj	waanzinnig/adj	combinatie/noun	film_DIM/noun	presentator/noun	Rowan/name	ook/adv	passage/noun	speel_film_debuut/noun	gesprekspartner/noun	zelfs/adv	stuk/noun	antwoord/noun	zeer/adv	anekdote/noun	onwaarschijnlijk/adj	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	buitengewoon/adj	zo/adv	oneliner/noun	aflevering/noun	typering/noun	onbedaarlijk/adj	moment/noun	script/noun	sketch/noun	vondst/noun	debuut/noun	uitval/noun	werk_DIM/noun	trailer/noun	en/vg	cynisme/noun	draai/noun	genoeg/adv	erg/adj	lied/noun	contrasteer/adj	ze/pron	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	man/noun	zelden/adj	weerzinwekkend/adj	gedicht/noun	heerlijk/adj	manier/noun	verslag/noun	opmerking/noun	performance/noun	film/noun	duivel_DIM/noun	The/name	bedoeld/adj	toch/adv	verhaal/noun	zo/adj	aankondiging/noun	echt/adj	onweerstaanbaar/adj	heel/adj	mix/noun	scène/noun	soms/adv	vooral/adv	bloes_DIM/noun	vooruitzicht/noun	mengeling/noun	nogal/adv	af/adv	ongelooflijk/adj	voorstelling/noun	gezicht/noun	Self/name	geweldig/adj	Risseeuw/name	aria/noun	even/adv	plaat/noun	rol/noun	gewoon/adj	dat/det	Hot/name	voordracht/noun	ongekend/adj	dandy/noun	lady/noun	musical/noun	heel/adv	hij/pron	kwartet/noun	even/adj	rap/noun	effect/noun	bijdrage/noun	cast/noun	portret/noun	boek/noun	vaak/adj	vers/noun	opvallend/adj	vervolg/noun	wat/pron	beeld/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	beschrijving/noun	dialoog/noun	roman/noun	stoutmoedig/adj	karikatuur/noun	satire/noun	of/vg	actie_film/noun
gedicht/noun	0.8988428	0.77352875	0.71105015	0.8048221	0.6950207	0.53539366	0.7095243	0.8565241	0.84195745	0.86964506	0.78231287	0.7609823	0.65305555	0.78443825	0.90828705	0.8168565	0.52587163	0.85946	0.84106755	0.80241054	0.68283033	0.80455756	0.8055476	0.580649	0.8084788	0.8708599	0.52318	0.8474959	0.76391727	0.7912243	0.78195906	0.72272986	0.7119583	0.7469666	0.8910698	0.8313904	0.668753	0.6709781	0.7108556	0.71482015	0.89557326	0.6608666	0.92555785	0.7446561	0.812804	0.8242626	0.8519509	0.8513991	0.4663241	0.8275668	0.8104365	0.8492502	0.8376452	0.7350602	0.75076306	0.90536284	0.73560953	0.8369518	0.0	0.7772647	0.7814501	0.7214134	0.7825259	0.74617827	0.60171103	0.9335812	0.68312156	0.7439282	0.86527413	0.48097104	0.85648704	0.830167	0.85048616	0.73986244	0.8382234	0.7243203	0.6126426	0.68429005	0.82312894	0.905413	0.91068995	0.7188454	0.7744521	0.8228566	0.78758824	0.6516865	0.8248213	0.86112714	0.8304703	0.94628054	0.6902908	0.76441765	0.65252316	0.88698167	0.8768404	0.85122895	0.8753674	0.7118101	0.8293297	0.86136806	0.8308614	0.68810713	0.8085628	0.7799699	0.76202047	0.86043376	0.7344954	0.87552124	0.81318	0.7888969	0.6279423	0.39537084	0.75153613	0.43276036	0.7790451	0.8256941	0.8266729	0.63266337	0.69199926	0.7158603	0.7276714	0.8721862	0.85831845	0.62697536	0.6852859	0.40134788	0.8871136	0.7853467	0.72032213	0.80241954	0.8282212
heerlijk/adj	0.8842268	0.73093295	0.85864794	0.8261439	0.72709394	0.7838143	0.67828596	0.8073667	0.91515225	0.7366092	0.7208283	0.66685045	0.7828552	0.8367066	0.9178386	0.8205602	0.78575665	0.88982797	0.8632631	0.723312	0.70124835	0.8953245	0.7813807	0.73420125	0.7610114	0.91998565	0.8424436	0.8990933	0.8385118	0.7775564	0.7470699	0.77498794	0.8560481	0.7917534	0.8256446	0.8278173	0.8215575	0.7609409	0.8208876	0.8127177	0.8928633	0.81914675	0.88732845	0.56681216	0.78025997	0.79499257	0.7940295	0.7643522	0.73849434	0.8139141	0.7346952	0.8338118	0.81221336	0.7889205	0.75209296	0.876045	0.72541094	0.8332093	0.7772647	0.0	0.79515314	0.8654475	0.8665651	0.8007822	0.76350427	0.93472254	0.8459161	0.7916371	0.78022873	0.7671413	0.7960141	0.8878359	0.71048045	0.66251016	0.76322746	0.6390232	0.73409325	0.6252954	0.7742959	0.8503729	0.8802477	0.63025093	0.765534	0.6356789	0.648567	0.7416118	0.77649456	0.8842246	0.6373818	0.94628	0.75856555	0.66969395	0.75747365	0.9096363	0.6711954	0.8662097	0.8499124	0.79583156	0.7831181	0.87883407	0.83896327	0.7503516	0.7249087	0.81387043	0.778258	0.6723141	0.7403946	0.8711807	0.91607076	0.80604994	0.810524	0.8115301	0.7507963	0.7228118	0.76995736	0.8617501	0.87311053	0.78788865	0.786229	0.6360622	0.8199792	0.75249994	0.67217404	0.74731505	0.78002954	0.8011052	0.93240476	0.8275973	0.7510659	0.6286847	0.81895906
manier/noun	0.804114	0.68389434	0.8031777	0.5877532	0.7516744	0.8087519	0.7319516	0.68349373	0.78438044	0.7419078	0.7783379	0.69097614	0.7335563	0.81371987	0.90839255	0.7006062	0.7342994	0.8503824	0.7587404	0.7719073	0.76637435	0.74406344	0.61626524	0.75788164	0.817494	0.83391464	0.824214	0.85560036	0.7614988	0.6289577	0.55746	0.7942103	0.8552782	0.7986534	0.9019904	0.80150634	0.78048706	0.7851915	0.7476201	0.8395188	0.837462	0.7627721	0.91991144	0.68970466	0.7677038	0.76911	0.66365385	0.67204475	0.7889911	0.8240153	0.6985116	0.79665166	0.84692216	0.22046721	0.6809884	0.8546319	0.7309817	0.8367383	0.7814501	0.79515314	0.0	0.8271733	0.7169934	0.77347386	0.73729706	0.91604614	0.9336629	0.72836244	0.72653764	0.69671744	0.7342589	0.8585741	0.75690204	0.79427373	0.8084866	0.6890987	0.68959916	0.6313257	0.7308983	0.90842193	0.88748777	0.71769136	0.7031929	0.8162252	0.7287994	0.7490808	0.80702263	0.9299962	0.82721514	0.90347254	0.83567727	0.6602916	0.7955415	0.8179898	0.7884058	0.72545385	0.8837925	0.788581	0.8061844	0.9002697	0.8691865	0.8092357	0.58749086	0.76190096	0.8278403	0.79373956	0.80472016	0.75068575	0.7861744	0.7970661	0.77792794	0.80082047	0.68001807	0.7924908	0.7936113	0.81961226	0.7630696	0.6671568	0.70728666	0.739612	0.7043921	0.6956792	0.8176741	0.73308516	0.67534924	0.78535724	0.9063553	0.80752796	0.76588476	0.7891693	0.8112227
verslag/noun	0.8780858	0.76751447	0.6472719	0.8431744	0.83396447	0.7654251	0.8425985	0.85972404	0.8057792	0.8805234	0.83816975	0.8573104	0.76482296	0.7840872	0.92675245	0.87143743	0.68044645	0.8920988	0.82878536	0.8384535	0.7876692	0.7810366	0.7805781	0.70673394	0.84186697	0.84978825	0.6772443	0.7133093	0.84302366	0.75384396	0.82817113	0.86527026	0.7557361	0.87369454	0.9264676	0.86902267	0.7915906	0.8166818	0.8012692	0.8009065	0.88911235	0.8250855	0.9153317	0.8126844	0.8821337	0.8684741	0.8523469	0.85475504	0.79999685	0.9201707	0.88723236	0.90689445	0.8942268	0.7559239	0.8503151	0.9131932	0.7780312	0.8647529	0.7214134	0.8654475	0.8271733	0.0	0.79354095	0.7932439	0.7663068	0.9301229	0.81251794	0.7643608	0.9094597	0.67198145	0.8796561	0.7626415	0.90155905	0.86590934	0.875747	0.8256037	0.7501448	0.7780357	0.86792445	0.94942576	0.8803805	0.80428517	0.82161784	0.8876153	0.853407	0.7717242	0.9079925	0.8977413	0.885819	0.90108025	0.8470041	0.7908666	0.81249714	0.89140075	0.9087716	0.9089377	0.9025175	0.73269284	0.855661	0.9257025	0.89364517	0.8333848	0.8353335	0.8514074	0.8351191	0.88630384	0.8759235	0.8694933	0.80604863	0.8641275	0.7266621	0.6795124	0.8040373	0.7997454	0.8201134	0.7653994	0.9085182	0.7162261	0.6925547	0.79715335	0.744521	0.8995169	0.8526265	0.6211046	0.77475095	0.7066245	0.92802876	0.8660518	0.81133795	0.8458123	0.86116195
opmerking/noun	0.8993441	0.758811	0.5948298	0.75270796	0.8084362	0.8391171	0.8226075	0.7790824	0.576957	0.79010874	0.8094675	0.8302379	0.7809741	0.7707963	0.9153429	0.7379121	0.6626467	0.9095973	0.7396642	0.7264403	0.8410309	0.69953877	0.72298276	0.693554	0.81314445	0.90001833	0.70519686	0.7951733	0.787077	0.7192807	0.72874564	0.68906415	0.87414515	0.7591045	0.8971382	0.86180425	0.81093514	0.79810184	0.75737476	0.86951995	0.7491355	0.8285931	0.90915954	0.7838558	0.71438754	0.80168164	0.76413155	0.7296703	0.79741246	0.9056219	0.72295177	0.72655797	0.8758574	0.7059151	0.80219233	0.86048126	0.7327527	0.82044333	0.7825259	0.8665651	0.7169934	0.79354095	0.0	0.8661942	0.816179	0.92575324	0.91257185	0.73964703	0.75208366	0.7089417	0.7890694	0.76183885	0.8208767	0.8187778	0.8548749	0.8524895	0.75279075	0.61990917	0.77102274	0.9338804	0.8890952	0.79002076	0.6195663	0.7735338	0.75826776	0.8148599	0.76347506	0.94132334	0.853569	0.890664	0.8587325	0.7365895	0.8534272	0.8451231	0.8247769	0.705387	0.92444205	0.8379682	0.85527545	0.87679327	0.90362245	0.8967392	0.73716724	0.70412666	0.868822	0.79809076	0.83290315	0.8325844	0.8421425	0.8578011	0.8131619	0.80845094	0.6721749	0.77158296	0.8176367	0.7966792	0.77426374	0.7618427	0.68025225	0.8225876	0.7424774	0.80888796	0.82737076	0.7438033	0.7129277	0.8255148	0.90752816	0.7619115	0.73030555	0.79111594	0.8262514
performance/noun	0.8544403	0.74652296	0.82885545	0.82484335	0.70466	0.7064006	0.72977686	0.83365554	0.8620983	0.8152132	0.7870164	0.7123499	0.6842898	0.80860585	0.9102621	0.7991133	0.74690676	0.8560503	0.86406493	0.8165146	0.79501975	0.8789678	0.7909627	0.7665845	0.8241029	0.7986713	0.82312745	0.8378296	0.80481786	0.76319295	0.8215629	0.8074664	0.8035775	0.8414668	0.89552474	0.880828	0.74678934	0.69115615	0.764661	0.778665	0.8871674	0.7735382	0.8973038	0.68611425	0.80359685	0.8338806	0.8412336	0.8368607	0.7148756	0.8135212	0.8322772	0.8534308	0.82875293	0.74308884	0.77790725	0.9092681	0.7407945	0.8561021	0.74617827	0.8007822	0.77347386	0.7932439	0.8661942	0.0	0.6197072	0.8949239	0.7781957	0.76213634	0.85383725	0.7336941	0.8349776	0.831752	0.81181055	0.73225284	0.81243086	0.6570995	0.6673369	0.7267077	0.75457746	0.932641	0.90265244	0.70652395	0.7894378	0.81894344	0.7760831	0.56953716	0.8555839	0.85836625	0.7710036	0.9351868	0.793316	0.7550024	0.7546959	0.85050446	0.8596131	0.85082257	0.82740927	0.6968665	0.8098764	0.8671663	0.8662379	0.6667001	0.80216455	0.83402526	0.75764227	0.83649373	0.694553	0.8338814	0.8338562	0.7397795	0.71530914	0.77082765	0.76820946	0.7987604	0.76499784	0.8175447	0.84274125	0.6828251	0.78019273	0.6848669	0.77927035	0.8414863	0.82208145	0.738291	0.7185824	0.7553767	0.9170625	0.7983607	0.7676991	0.77932787	0.78915703
film/noun	0.8692002	0.6966513	0.78916585	0.79301995	0.6897215	0.46696824	0.7012571	0.7936006	0.8695963	0.7974533	0.73987246	0.7136315	0.48649442	0.72944474	0.8499099	0.7643743	0.65229833	0.708683	0.8455123	0.78937024	0.6884732	0.88304734	0.74855816	0.66804564	0.72749573	0.836429	0.75655866	0.8384291	0.76454633	0.71897817	0.7569037	0.72266006	0.5731469	0.8046398	0.8931931	0.82206875	0.58214056	0.61822987	0.7273629	0.63138247	0.9088506	0.72070014	0.8135452	0.73274153	0.7963716	0.77793485	0.79462564	0.75815696	0.61116916	0.818485	0.8550335	0.8510132	0.6794388	0.700623	0.7059196	0.89775735	0.692937	0.7949796	0.60171103	0.76350427	0.73729706	0.7663068	0.816179	0.6197072	0.0	0.9067394	0.5657439	0.7192677	0.82127666	0.5257047	0.8046936	0.86050856	0.75259775	0.6913333	0.8236067	0.62626576	0.46024758	0.6905643	0.7299558	0.9047177	0.8936986	0.65342915	0.7246486	0.8284017	0.7244415	0.45746005	0.8342451	0.8578056	0.77235246	0.95185757	0.715575	0.69395685	0.61392164	0.78001416	0.85887706	0.8370069	0.790298	0.7489728	0.78080714	0.84349394	0.7857432	0.42559206	0.76069385	0.84206915	0.74130356	0.8530785	0.7053901	0.83081204	0.8449424	0.61429095	0.62005806	0.5426291	0.7447062	0.731205	0.7635113	0.7481835	0.83880156	0.6058352	0.7145573	0.6722691	0.73291326	0.83557427	0.8320029	0.6946086	0.6471226	0.4794445	0.9161358	0.73162866	0.61415684	0.81781065	0.54344505
duivel_DIM/noun	0.9201245	0.9132415	0.9399826	0.9140838	0.9098322	0.93012524	0.9194281	0.92711544	0.9388488	0.906889	0.9277541	0.9162596	0.8783623	0.90834254	0.95723426	0.8820653	0.9231842	0.9405247	0.92218965	0.8888971	0.93805116	0.9504099	0.9214727	0.9030923	0.93379617	0.94917107	0.9206826	0.928072	0.87891996	0.9129028	0.9137529	0.93847513	0.9209638	0.94657063	0.93222666	0.9222061	0.92232585	0.917174	0.92977685	0.9044898	0.9315448	0.9050994	0.9564745	0.8831593	0.9291904	0.91856974	0.9438302	0.92644006	0.9102372	0.92425007	0.8644574	0.94070536	0.90034175	0.9276128	0.9027427	0.9225549	0.8990421	0.9196991	0.9335812	0.93472254	0.91604614	0.9301229	0.92575324	0.8949239	0.9067394	0.0	0.95297223	0.9226293	0.87548524	0.9074386	0.9206892	0.93326867	0.906549	0.9136611	0.89387095	0.90887773	0.8879462	0.8850599	0.907375	0.9352155	0.9460718	0.9192147	0.9256554	0.8829802	0.891006	0.88733894	0.9005469	0.96235985	0.893858	0.96460354	0.91669494	0.8986689	0.9256134	0.94470453	0.89765847	0.9431919	0.94196737	0.92817825	0.93833464	0.9353812	0.9147541	0.9112264	0.889478	0.8596895	0.8998106	0.88776815	0.9118232	0.94954515	0.96500033	0.92367435	0.91520095	0.93056905	0.88339764	0.92075497	0.89350164	0.92937446	0.9373393	0.90972984	0.93989766	0.9052964	0.8984097	0.899331	0.89097863	0.93303335	0.9386881	0.9240982	0.94041806	0.92074716	0.9287188	0.90465957	0.9205061
The/name	0.9464132	0.86973375	0.81426823	0.93569195	0.7882034	0.57166606	0.8230857	0.9352344	0.9145428	0.91480726	0.8294489	0.8546335	0.7667837	0.77497834	0.8564781	0.9090139	0.76832485	0.84627587	0.93242854	0.86425716	0.8050933	0.9281233	0.9128517	0.81115323	0.8400061	0.9267514	0.6647693	0.8797237	0.87909746	0.8926749	0.8999285	0.8427011	0.68105626	0.8878744	0.9099396	0.93314075	0.70045936	0.753198	0.8511251	0.65388304	0.9574075	0.8434122	0.8694136	0.84955186	0.90524995	0.8988746	0.94023925	0.9348614	0.6814599	0.9148187	0.9357881	0.91752577	0.7875706	0.896492	0.8463267	0.9642588	0.78777516	0.8696814	0.68312156	0.8459161	0.9336629	0.81251794	0.91257185	0.7781957	0.5657439	0.95297223	0.0	0.82143986	0.9669404	0.72608185	0.92100775	0.86543685	0.87501556	0.771299	0.91879034	0.7467135	0.73922896	0.8834848	0.87240106	0.97046256	0.95402294	0.79755825	0.87300384	0.9038236	0.8888821	0.73674524	0.9515894	0.8140279	0.82444596	0.97526807	0.7803706	0.8604711	0.6529012	0.87071013	0.9485445	0.9526837	0.70542175	0.8587179	0.88280344	0.8670515	0.7919724	0.53926134	0.94903094	0.8858662	0.69904065	0.93947643	0.76638174	0.9350962	0.8813303	0.7264979	0.75362873	0.6199	0.89274347	0.77074033	0.8595901	0.79592264	0.9486946	0.8597938	0.8609747	0.77039057	0.8888452	0.95877844	0.88811547	0.8568004	0.81721294	0.6100043	0.9126757	0.84739023	0.7648014	0.8849296	0.7691134
bedoeld/adj	0.7712177	0.72286737	0.7811462	0.8274268	0.7782176	0.74394107	0.74549717	0.76725525	0.77272856	0.77586865	0.73620635	0.76035905	0.6935928	0.79415697	0.89846975	0.776773	0.7078402	0.87308234	0.77105725	0.72954017	0.8101002	0.84313613	0.74101937	0.7235256	0.75164634	0.7295059	0.78549933	0.8452909	0.7775431	0.71541613	0.80485284	0.7748546	0.81271046	0.8170664	0.8606614	0.85774297	0.7820684	0.75555384	0.7509149	0.84454	0.84123933	0.7971229	0.8707361	0.62219095	0.7648075	0.78702855	0.80613977	0.7996053	0.7507562	0.8703745	0.848029	0.81585205	0.8329699	0.6929201	0.70559406	0.86500347	0.72695637	0.8119745	0.7439282	0.7916371	0.72836244	0.7643608	0.73964703	0.76213634	0.7192677	0.9226293	0.82143986	0.0	0.8512449	0.73601246	0.8355674	0.7414874	0.81912535	0.7515049	0.81267583	0.717172	0.7063298	0.6772804	0.6886485	0.92356825	0.81931293	0.7342601	0.69393164	0.8299538	0.76293707	0.728925	0.82825744	0.9271858	0.7696758	0.9289084	0.8332561	0.7193222	0.8134856	0.8267218	0.84029764	0.8360318	0.86662585	0.7721379	0.73039746	0.8715942	0.8452219	0.7601168	0.7813295	0.84609896	0.8122116	0.86803186	0.8166825	0.6922784	0.74210465	0.7986206	0.77283883	0.75968397	0.68471944	0.77457994	0.7520352	0.71623194	0.8816732	0.7262403	0.72412264	0.73927534	0.7696357	0.8007244	0.8302798	0.6859235	0.68431777	0.7464361	0.8742844	0.7682148	0.7156405	0.6689851	0.77336144
toch/adv	0.8630968	0.6875025	0.8381924	0.65711296	0.82551515	0.89471817	0.8070753	0.67496264	0.77232075	0.6183425	0.7672094	0.7593058	0.8177439	0.8519185	0.9108509	0.57036257	0.803726	0.88864416	0.8022442	0.6154312	0.8090677	0.79298544	0.6690429	0.7864067	0.7470278	0.91493934	0.8669542	0.86990505	0.8383565	0.6987908	0.5625212	0.79664785	0.8840341	0.81302226	0.8588266	0.7152985	0.81624734	0.85096425	0.7966904	0.796558	0.80844444	0.828568	0.91064274	0.8274044	0.76476777	0.7488718	0.6416955	0.56539094	0.86977094	0.8956902	0.57399905	0.7926278	0.8559763	0.7841661	0.8373955	0.8461896	0.688416	0.8569375	0.86527413	0.78022873	0.72653764	0.9094597	0.75208366	0.85383725	0.82127666	0.87548524	0.9669404	0.8512449	0.0	0.7643404	0.70761925	0.84267193	0.5381266	0.7628437	0.747289	0.801644	0.7927643	0.5599884	0.73526895	0.88520986	0.7833053	0.7960249	0.6177833	0.66217446	0.61796975	0.82599443	0.75637186	0.9402965	0.7124002	0.8906799	0.86724776	0.6968829	0.8107208	0.8910474	0.62890744	0.5321194	0.9054997	0.89669484	0.82616067	0.89976066	0.8715485	0.89187896	0.5218928	0.64306414	0.81819206	0.5987869	0.85600245	0.81992066	0.86096704	0.8259233	0.8846112	0.87309164	0.6841167	0.85621303	0.8072047	0.77955127	0.64196694	0.82570446	0.792379	0.82592136	0.7909915	0.6120719	0.78331	0.8371958	0.80414283	0.8675582	0.90319556	0.8184289	0.8153871	0.82854694	0.8278409
verhaal/noun	0.8982066	0.68772906	0.69124186	0.69403607	0.674958	0.54155535	0.66998875	0.7936663	0.8005652	0.81046855	0.7058195	0.72683644	0.62060064	0.79121625	0.90265405	0.787156	0.5333662	0.8241089	0.8189349	0.7699599	0.6732271	0.76633054	0.7306229	0.4545058	0.6885664	0.8701128	0.646581	0.78239477	0.69090164	0.6881935	0.68930745	0.6962662	0.6951565	0.72036904	0.8536195	0.784338	0.6164353	0.6505088	0.6488501	0.7224018	0.898625	0.74299836	0.9120206	0.72757614	0.7502944	0.7583404	0.7412431	0.72425765	0.58188045	0.80496836	0.81129813	0.8087597	0.78991026	0.64103705	0.7181179	0.85812616	0.700889	0.7624178	0.48097104	0.7671413	0.69671744	0.67198145	0.7089417	0.7336941	0.5257047	0.9074386	0.72608185	0.73601246	0.7643404	0.0	0.75712895	0.8359891	0.754225	0.693269	0.7929665	0.67284214	0.450929	0.56769115	0.7720215	0.9049304	0.88124275	0.6568036	0.6727011	0.7915573	0.69474506	0.5813718	0.7701865	0.87256646	0.78073096	0.93585664	0.71054995	0.6330143	0.7137742	0.8150314	0.84605193	0.76769304	0.89307946	0.76317716	0.79583615	0.83766854	0.853187	0.6888186	0.7005596	0.80223024	0.77515036	0.81258047	0.7369267	0.81932914	0.8206104	0.72000515	0.5903337	0.4799983	0.66535664	0.59693927	0.7977648	0.76712537	0.77676964	0.5279585	0.63299143	0.66673064	0.6058917	0.817748	0.8526399	0.54020375	0.5982672	0.40323168	0.91108716	0.7177097	0.6464328	0.8089615	0.67866564
zo/adj	0.90364873	0.60030687	0.86069804	0.5978287	0.8212857	0.87354416	0.8163321	0.6036087	0.7712056	0.59171927	0.7377086	0.7642172	0.8140617	0.85774153	0.92448485	0.79585814	0.762812	0.90689033	0.84133357	0.718063	0.75366515	0.853666	0.50654566	0.8195451	0.7629738	0.8976452	0.87023234	0.90345	0.8284399	0.61857665	0.40209943	0.8300641	0.9001126	0.82631356	0.8531465	0.77879584	0.8164885	0.8705777	0.79998696	0.854674	0.81511825	0.85296214	0.9234132	0.7442216	0.80243045	0.84647167	0.6161812	0.4422201	0.8420377	0.85727143	0.727685	0.8172467	0.89628136	0.7294332	0.81922495	0.841766	0.76453584	0.843369	0.85648704	0.7960141	0.7342589	0.8796561	0.7890694	0.8349776	0.8046936	0.9206892	0.92100775	0.8355674	0.70761925	0.75712895	0.0	0.8559693	0.7027856	0.79140717	0.7566305	0.79946935	0.7436975	0.5517212	0.76250374	0.8924928	0.8370577	0.793481	0.60444	0.7858937	0.6125145	0.7961982	0.7400547	0.9419081	0.7712984	0.9395705	0.822941	0.5857818	0.8267769	0.89855945	0.7835269	0.77535653	0.92947537	0.86663723	0.77296036	0.88176215	0.89442486	0.871608	0.5374389	0.7887029	0.85738254	0.73847616	0.81843984	0.82572556	0.91348183	0.83755136	0.83259034	0.8521316	0.68969554	0.8218872	0.80930996	0.84042925	0.8205476	0.7473157	0.79104215	0.78560704	0.8089799	0.69483596	0.8694799	0.78023404	0.80317754	0.8304298	0.91948783	0.8331405	0.8068025	0.8202615	0.8123406
aankondiging/noun	0.9007158	0.8177402	0.73541677	0.88909966	0.86008155	0.85829717	0.8587365	0.83331245	0.6793757	0.820168	0.83087695	0.8619062	0.81128573	0.81479275	0.9357481	0.83008915	0.7768696	0.9242482	0.81733406	0.7848677	0.8716087	0.83173954	0.80102426	0.8287854	0.8122817	0.80685616	0.7868937	0.7726637	0.8728705	0.8027856	0.8431718	0.8654305	0.8467493	0.89792037	0.9088593	0.84446746	0.8497512	0.8735156	0.7677967	0.84136647	0.81273365	0.8734997	0.919508	0.81588495	0.8358288	0.86214423	0.88009965	0.8427565	0.84311473	0.9298662	0.83728033	0.8553528	0.8880463	0.8168812	0.8503165	0.92511195	0.7950413	0.8636509	0.830167	0.8878359	0.8585741	0.7626415	0.76183885	0.831752	0.86050856	0.93326867	0.86543685	0.7414874	0.84267193	0.8359891	0.8559693	0.0	0.85630333	0.8684434	0.8640363	0.86390185	0.8408214	0.8111482	0.81172836	0.952876	0.74106103	0.8605205	0.7901939	0.8563128	0.85316956	0.8271872	0.8861802	0.9383929	0.8527203	0.874741	0.8925116	0.805739	0.86493933	0.88839996	0.9037437	0.84150934	0.89444876	0.80019724	0.77902687	0.9473243	0.90936446	0.87615246	0.8396638	0.80853283	0.8589766	0.8381534	0.8839337	0.7899808	0.8295623	0.8721509	0.83736837	0.8295932	0.8213596	0.8331188	0.81776845	0.7636318	0.87925446	0.82297564	0.84245235	0.83561456	0.7947041	0.86506593	0.8350312	0.8239118	0.82274795	0.85530066	0.8790792	0.8604416	0.8524988	0.8343605	0.89493513
echt/adj	0.8683452	0.6908818	0.904316	0.67522377	0.81672376	0.82765675	0.77775764	0.71295726	0.83149695	0.689942	0.6981268	0.74361634	0.80026037	0.8206868	0.8861747	0.65425634	0.8281481	0.9024362	0.7939631	0.69578636	0.8073262	0.8382979	0.7290038	0.79368937	0.7487767	0.8828452	0.8766253	0.9173491	0.8052267	0.72537446	0.6267228	0.81098616	0.860173	0.8365684	0.84152794	0.7397441	0.793466	0.82613957	0.8010516	0.7940593	0.8671837	0.8621498	0.906832	0.7619921	0.7626183	0.8097825	0.71424055	0.61338234	0.8104698	0.90186715	0.63238883	0.80693793	0.81509364	0.8090375	0.82629573	0.86089087	0.6509923	0.8204206	0.85048616	0.71048045	0.75690204	0.90155905	0.8208767	0.81181055	0.75259775	0.906549	0.87501556	0.81912535	0.5381266	0.754225	0.7027856	0.85630333	0.0	0.7499236	0.77590567	0.7441209	0.7718987	0.6280079	0.69943035	0.917991	0.8503751	0.76411974	0.7326694	0.7323086	0.59327364	0.8093206	0.79467183	0.90912324	0.62016577	0.9282093	0.84217155	0.7324916	0.78479636	0.86906815	0.63537955	0.6739424	0.84637797	0.8729943	0.76434386	0.8921753	0.8434406	0.7955541	0.63432825	0.7052628	0.8088202	0.70453215	0.80448604	0.864304	0.89011234	0.777247	0.84351116	0.8267223	0.7247689	0.82781863	0.82048374	0.7971151	0.66237074	0.8301986	0.8264828	0.7886907	0.8215976	0.6785239	0.7964954	0.82094955	0.79653394	0.8197706	0.9062602	0.80892545	0.78524345	0.7904134	0.79019403
onweerstaanbaar/adj	0.8995238	0.7180083	0.8381505	0.81118846	0.69030213	0.76006126	0.67474204	0.7961105	0.8742113	0.77021885	0.68666553	0.6917487	0.7618811	0.7855756	0.88968843	0.79624104	0.72004825	0.8657174	0.80716836	0.7358346	0.788267	0.88838047	0.7732131	0.71054983	0.7087549	0.8841401	0.8199331	0.8861994	0.76626533	0.7174419	0.7737137	0.7633748	0.84106064	0.818291	0.7856472	0.8212717	0.7710414	0.7240776	0.7660049	0.76570135	0.8807837	0.80776703	0.92714167	0.6515083	0.7251139	0.80606294	0.8048718	0.77254444	0.69059706	0.7944769	0.7882966	0.77795964	0.8129176	0.77057546	0.74383867	0.81089836	0.7101971	0.80813456	0.73986244	0.66251016	0.79427373	0.86590934	0.8187778	0.73225284	0.6913333	0.9136611	0.771299	0.7515049	0.7628437	0.693269	0.79140717	0.8684434	0.7499236	0.0	0.8056563	0.6430103	0.6594385	0.6234062	0.74409294	0.8836839	0.9031466	0.64934564	0.7293206	0.73998535	0.65486944	0.71384656	0.7594011	0.90201145	0.66729665	0.93728995	0.7740477	0.6696159	0.74292666	0.84234107	0.82680786	0.8492863	0.8413634	0.8020811	0.7162386	0.84766495	0.8395935	0.7306466	0.7498696	0.80163705	0.74454355	0.78404933	0.70324045	0.8387917	0.8772425	0.75656354	0.7387085	0.7546103	0.7308743	0.7383665	0.7470924	0.8326008	0.86297977	0.73987436	0.76468456	0.6589364	0.79795825	0.8063431	0.81350803	0.73424333	0.7059826	0.7120093	0.8960947	0.76509345	0.67599356	0.7560099	0.76500636
